valor,cep,cidade,bairro,logradouro,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
150000,69023097,Manaus,Tarumã-Açu,Rua Mutum do Norte,Apartamentos,43,2,1,1
950000,69060020,Manaus,Aleixo,Avenida Ephigênio Salles,Apartamentos,155,3,2,3
95000,69023003,Manaus,Tarumã-Açu,Avenida Torquato Tapajós,Apartamentos,70,2,null,1
400000,69039125,Manaus,Novo Israel,Avenida Torquato Tapajós,Apartamentos,200,2,2,2
370000,null,null,null,null,Casas,100,3,3,2
729999,69093900,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Casas,170,3,4,5
700000,69037005,Manaus,Ponta Negra,Avenida do Turismo,Casas,160,3,2,1
450000,null,null,null,null,Casas,230,5,4,5
750000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,250,3,null,3
360000,69058828,Manaus,Flores,Rua Jorge Luiz Milani,Apartamentos,74,3,2,2
270132,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,70,2,2,2
1300000,null,null,null,null,Casas,270,3,4,4
2500000,69057002,Manaus,Adrianópolis,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,215,3,5,4
85000,69041363,Manaus,Tarumã,Rua Praia de Canoa Quebrada,Casas,70,2,4,2
990000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,330,3,3,4
570000,69057010,Manaus,Adrianópolis,Rua Maceió,Apartamentos,125,3,2,3
470000,69022155,Manaus,Tarumã,Avenida do Cetur,Casas,0,3,0,3
180000,69055691,Manaus,Parque 10 de Novembro,Rua Conde de Anadia,Apartamentos,65,2,1,1
200014,69021005,Manaus,Tarumã,Avenida Dona Otília,Apartamentos,65,2,1,1
600128,69060000,Manaus,Aleixo,Avenida André Araújo,Casas,150,3,2,4
370000,69036800,Manaus,Santo Agostinho,Condomínio Vila Verde,Casas,300,3,4,3
880000,69058448,Manaus,Flores,Rua Barão de Indaiá,Casas,200,3,3,4
1500000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,360,3,4,3
200000,69053720,Manaus,Nossa Senhora das Graças,Travessa Curitiba,Casas,60,2,1,1
75000,69086129,Manaus,Gilberto Mestrinho,Rua Raul Pavon,Apartamentos,43,2,null,1
165000,69057001,Manaus,Adrianópolis,Avenida Mário Ypiranga - de 438/439 a 1085/1086,Apartamentos,30,1,0,1
320000,null,null,null,null,Casas,80,3,2,2
245000,69095000,Manaus,Cidade Nova,Avenida Noel Nutels - de 851/852 a 2399/2400,Casas,55,3,4,2
349000,69048010,Manaus,Da Paz,Avenida Torquato Tapajós,Apartamentos,72,3,1,2
270001,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,80,2,2,2
null,69090002,Manaus,Cidade Nova,Avenida Max Teixeira - de 3039/3040 ao fim,Casas,null,2,1,1
350000,69097769,Manaus,Cidade Nova,Rua Luís Aguiar,Casas,230,3,null,1
395000,69028346,Manaus,Flores,Travessa Daniel Bovet,Casas,350,3,4,3
150000,null,null,null,null,Casas,90,2,2,1
720015,69040000,Manaus,Dom Pedro I,Avenida Pedro Teixeira,Apartamentos,113,3,1,2
750011,69054700,Manaus,Parque 10 de Novembro,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Casas,350,3,2,5
580000,69040360,Manaus,Dom Pedro I,Rua Virolas,Casas,200,3,2,4
400000,69097060,Manaus,Cidade Nova,Rua 11,Casas,300,4,3,3
4500000,69060081,Manaus,Aleixo,Avenida José de Arimatéia,Casas,884,5,5,5
195000,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Apartamentos,74,3,1,1
250000,69070200,Manaus,Educandos,Rua Manoel Rosset,Casas,200,4,null,3
800000,69098448,Manaus,Novo Aleixo,Rua Cataratas do Iguaçu,Casas,227,4,3,5
320000,69049570,Manaus,Redenção,Rua Mário Sahdo,Casas,320,3,null,3
220022,69075000,Manaus,Distrito Industrial I,Avenida Buriti,Apartamentos,58,2,1,1
400000,69042100,Manaus,Alvorada,Rua Jupurutu,Casas,119,3,2,3
1500000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,293,4,4,5
900000,69053030,Manaus,Nossa Senhora das Graças,Avenida Rio Madeira,Casas,187,5,3,4
1900000,69054050,Manaus,Parque 10 de Novembro,Rua Márcio Figueiredo,Casas,250,3,null,4
950000,69058030,Manaus,Flores,Avenida Professor Nilton Lins,Casas,200,4,2,5
250000,null,null,null,null,Casas,200,2,2,2
70000,69030030,Manaus,Compensa,Rua Capitão Brás,Casas,null,2,null,1
575000,69025360,Manaus,Presidente Vargas,Avenida Álvaro Maia,Apartamentos,140,3,2,2
40000,69095162,Manaus,Cidade Nova,Travessa Fidalgo,Casas,null,1,1,1
240000,69093770,Manaus,Colônia Santo Antônio,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,75,3,1,1
950000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,160,3,4,4
1050000,69058030,Manaus,Flores,Avenida Professor Nilton Lins,Apartamentos,193,3,null,4
1450000,69060094,Manaus,Aleixo,Rua Estrela Sírius,Apartamentos,240,4,4,5
490000,69055000,Manaus,Parque 10 de Novembro,Rua do Comércio,Casas,450,4,5,3
750000,69040340,Manaus,Dom Pedro I,Rua Rita G. Barros,Apartamentos,102,3,2,3
400000,69058030,Manaus,Flores,Avenida Professor Nilton Lins,Casas,90,3,2,2
2950000,69037055,Manaus,Ponta Negra,Alameda Angola,Casas,400,4,5,5
1480000,69057002,Manaus,Adrianópolis,Avenida Mário Ypiranga - de 1087/1088 a 2275/2276,Apartamentos,140,3,2,4
50000000,69040040,Manaus,Dom Pedro I,Avenida Dom Pedro I,Apartamentos,45,1,0,1
600000,69040611,Manaus,Chapada,Rua Marechal Odílio Denis (Prq Aripuanã),Casas,240,4,4,3
155009,69028230,Manaus,Flores,Rua Argentina,Casas,50,2,2,2
240000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,53,3,1,1
380000,69093770,Manaus,Colônia Santo Antônio,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,79,3,2,2
150000,69058830,Manaus,Flores,Avenida Torquato Tapajós,Apartamentos,63,2,1,1
220000,69099540,Manaus,Novo Aleixo,Rua Inhambupe,Casas,190,1,null,2
850000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,170,3,2,4
155007,69028230,Manaus,Flores,Rua Argentina,Casas,50,2,2,2
275000,69098394,Manaus,Novo Aleixo,Rua Acácia-Vermelha,Apartamentos,94,2,2,1
95000,69087058,Manaus,Tancredo Neves,Rua Topázio,Casas,180,4,2,2
345000,69098090,Manaus,Novo Aleixo,Rua Caracaraí,Casas,178,3,3,1
180000,69099375,Manaus,Novo Aleixo,Rua Itabira,Casas,240,2,2,1
499000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,null,3,null,4
750000,69093900,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Casas,166,3,4,5
240000,69055011,Manaus,Parque 10 de Novembro,Avenida Gabriel Corrêa Pedrosa,Apartamentos,48,2,1,2
700000,69055140,Manaus,Parque 10 de Novembro,Rua Doutor Mendonça,Apartamentos,274,3,1,4
385000,69037042,Manaus,Ponta Negra,Rua Raimundo Nonato de Castro,Apartamentos,81,3,1,2
400000,69043090,Manaus,Alvorada,Rua Professora Rosa Gomes,Casas,220,2,0,4
100000,69092410,Manaus,Nova Cidade,Rua Monte Albert,Casas,120,2,1,2
265000,69028000,Manaus,Flores,Rua Espanha,Casas,70,3,2,1
3200000,69057070,Manaus,Adrianópolis,Rua Teresina,Apartamentos,240,4,3,5
340000,69058118,Manaus,Parque 10 de Novembro,Rua Marquês do Paranaguá,Casas,200,2,2,1
330000,69050001,Manaus,Chapada,Avenida Constantino Nery - de 2600/2601 a 4500/4501,Apartamentos,88,3,1,2
440000,69054672,Manaus,Parque 10 de Novembro,Rua Misushiro,Apartamentos,115,3,2,2
550000,69040730,Manaus,Dom Pedro I,Rua José Álvares Maciel,Casas,275,4,4,3
400000,69058153,Manaus,Flores,Rua Visconde de Vila Velha,Casas,300,3,3,2
3000000,69050055,Manaus,Chapada,Avenida Doutor Theomário Pinto da Costa,Casas,330,4,4,5
600132,69060000,Manaus,Aleixo,Avenida André Araújo,Casas,150,3,2,4
300000,69095000,Manaus,Cidade Nova,Avenida Noel Nutels - de 851/852 a 2399/2400,Casas,60,3,5,2
270000,69030571,Manaus,Vila da Prata,Rua Faria C. Souza,Casas,120,3,2,2
480000,69037042,Manaus,Ponta Negra,Rua Raimundo Nonato de Castro,Apartamentos,81,3,2,1
1600002,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,250,4,4,4
480000,69054672,Manaus,Parque 10 de Novembro,Rua Misushiro,Apartamentos,115,3,2,2
100000,69092410,Manaus,Nova Cidade,Rua Monte Albert,Casas,100,2,1,2
550000,69055240,Manaus,Parque 10 de Novembro,Rua Manoel Marques de Souza,Casas,450,4,5,5
1290000,69028075,Manaus,Flores,Rua Macuxi,Casas,219,4,3,5
230000,69050750,Manaus,Chapada,Conjunto Jussara,Apartamentos,60,2,1,1
35000,69090000,Manaus,Cidade Nova,Avenida Noel Nutels - até 849/850,Casas,null,1,null,1
1250000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,181,3,4,5
1100000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,380,4,4,2
1900,69033000,Manaus,São Jorge,Avenida São Jorge - até 773/774,Apartamentos,85,3,1,2
290040,null,null,null,null,Casas,81,2,2,2
265025,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,90,3,2,2
1780000,69037005,Manaus,Ponta Negra,Avenida do Turismo,Apartamentos,152,3,3,5
280159,69098000,Manaus,Novo Aleixo,Rua Cariré,Casas,80,3,2,2
150000,69020141,Manaus,Praça 14 de Janeiro,Avenida Duque de Caxias - de 792/793 ao fim,Casas,null,3,null,1
471000,69093770,Manaus,Colônia Santo Antônio,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,85,3,null,3
50000,69010100,Manaus,Centro,Rua Luiz Antony,Casas,null,3,null,null
280000,69098000,Manaus,Novo Aleixo,Rua Cariré,Casas,300,3,2,1
255000,69093015,Manaus,Colônia Santo Antônio,Rua Evaristo Faustino,Apartamentos,69,3,1,2
205000,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Apartamentos,54,2,2,1
220134,null,null,null,null,Casas,70,2,2,2
205000,69023003,Manaus,Tarumã-Açu,Avenida Torquato Tapajós,Apartamentos,53,3,null,1
350000,69090786,Manaus,Cidade Nova,Rua Ararangua,Casas,300,3,2,2
156000,69041360,Manaus,Tarumã,Travessa Canoa Quebrada,Apartamentos,47,2,1,1
249001,69040070,Manaus,Dom Pedro I,Rua Bartolomeu B da Silva,Apartamentos,122,3,2,2
620000,null,null,null,null,Casas,144,2,4,1
1465000,69057070,Manaus,Adrianópolis,Rua Teresina,Apartamentos,147,3,2,5
530000,69093770,Manaus,Colônia Santo Antônio,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,131,3,2,3
550000,69037063,Manaus,Ponta Negra,Alameda Albânia,Apartamentos,94,3,2,2
29500,69099366,Manaus,Novo Aleixo,Rua Boracéia,Casas,45,1,1,1
170000,69035799,Manaus,Compensa,Rua A,Casas,null,3,0,2
251022,69044170,Manaus,Planalto,Rua João de Souza Catunda,Apartamentos,52,2,1,2
45000,69099000,Manaus,Novo Aleixo,Rua Itaeté,Casas,90,3,2,2
550000,69058341,Manaus,Flores,Rua dos Tecelões,Casas,275,3,5,4
300000,69090640,Manaus,Cidade Nova,Rua Delmiro Leão,Casas,250,3,2,2
500000,69055715,Manaus,Parque 10 de Novembro,Conjunto Jardim Itaóca,Casas,100,3,3,3
700000,null,null,null,null,Apartamentos,140,3,3,5
160116,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,70,2,2,2
455800,69041010,Manaus,Tarumã,Avenida do Turismo,Casas,200,3,2,1
3000000,69050055,Manaus,Chapada,Avenida Doutor Theomário Pinto da Costa,Casas,784,1,5,5
850000,69037005,Manaus,Ponta Negra,Avenida do Turismo,Casas,275,3,4,4
180700,69098449,Manaus,Novo Aleixo,Rua Heisei,Apartamentos,42,2,1,1
330000,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Casas,300,3,5,1
1000000,69060085,Manaus,Aleixo,Avenida Via Láctea,Apartamentos,132,3,2,5
420000,69058830,Manaus,Flores,Avenida Torquato Tapajós,Apartamentos,74,3,null,2
150000,69058370,Manaus,Flores,Rua Monte Parnaso,Casas,null,2,null,null
165000,69037285,Manaus,Ponta Negra,Ramal dos Missionários,Casas,60,2,null,2
4200000,69050055,Manaus,Chapada,Avenida Doutor Theomário Pinto da Costa,Casas,380,5,4,5
350000,69054641,Manaus,Parque 10 de Novembro,Rua Dom Diogo de Souza,Apartamentos,69,3,1,2
1100000,69010140,Manaus,Centro,Rua Ferreira Pena - até 669/670,Apartamentos,180,4,3,2
848960,69058775,Manaus,Flores,Avenida Recife,Casas,140,3,5,4
480000,69054672,Manaus,Parque 10 de Novembro,Rua Misushiro,Apartamentos,84,3,2,2
380133,null,null,null,null,Casas,100,3,2,2
null,69089321,Manaus,Armando Mendes,Rua Armando Mendes,Casas,null,3,null,null
260000,69037581,Manaus,Nova Esperança,Rua da Prosperidade,Apartamentos,53,3,1,1
380000,69050430,Manaus,Parque 10 de Novembro,Alameda Dona Júlia Martins,Apartamentos,103,3,2,3
150000,69039611,Manaus,Novo Israel,Beco 17 de Julho,Casas,90,2,null,2
1500000,69037235,Manaus,Ponta Negra,Rua Areal Souto,Casas,250,4,5,5
2700000,69060088,Manaus,Aleixo,Rua Constelação de Orion,Casas,500,4,5,5
680000,69040340,Manaus,Dom Pedro I,Rua Rita G. Barros,Apartamentos,99,3,2,3
990000,69022280,Manaus,Tarumã,Rua Caravelle,Casas,250,3,4,4
801000,69037005,Manaus,Ponta Negra,null,Casas,190,3,4,5
1500000,69037057,Manaus,Ponta Negra,Alameda Alaska,Apartamentos,304,3,3,3
6500000,69060020,Manaus,Aleixo,Avenida Ephigênio Salles,Casas,1600,5,5,5
null,69097273,Manaus,Nova Cidade,Rua Palermo,Apartamentos,0,2,0,0
180000,69036525,Manaus,Santo Agostinho,Rua Projetada V,Casas,80,2,1,1
265000,69028123,Manaus,Flores,Rua Coronel Joaquim José Gusmão,Casas,90,3,2,2
757000,69040340,Manaus,Dom Pedro I,Rua Rita G. Barros,Apartamentos,134,3,2,4
950000,69037580,Manaus,Nova Esperança,Rua José Furtuoso,Casas,230,4,4,2
900000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,170,3,5,4
1900003,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,185,4,3,5
430000,69050030,Manaus,Parque 10 de Novembro,Avenida Mário Ypiranga - de 2386/2387 ao fim,Apartamentos,106,3,2,3
480000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,85,3,2,3
185000,69057000,Manaus,Adrianópolis,Avenida Mário Ypiranga - até 436/437,Apartamentos,34,1,1,1
2500000,69037071,Manaus,Ponta Negra,Avenida Cecília Meireles,Casas,469,5,4,5
2900000,69053165,Manaus,Nossa Senhora das Graças,Avenida Mário Ypiranga,Casas,420,3,5,5
329000,69037473,Manaus,Nova Esperança,Avenida Coronel Teixeira,Apartamentos,56,3,2,2
3200000,69076662,Manaus,Japiim,Rua Ayrton Senna,Casas,2000,3,2,2
600000,69083000,Manaus,Aleixo,Avenida Cosme Ferreira,Casas,320,3,3,4
1600001,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,250,4,4,5
160000,69023150,Manaus,Tarumã-Açu,Rua Tapir,Apartamentos,42,2,1,1
150000,69050530,Manaus,Parque 10 de Novembro,Rua Dona Balbina Cordeiro,Apartamentos,53,2,1,1
165000,69023003,Manaus,Tarumã-Açu,Avenida Torquato Tapajós,Apartamentos,45,2,1,1
248000,69058170,Manaus,Flores,Rua Barão de Itamaracá,Casas,65,2,2,1
165000,69093112,Manaus,Monte das Oliveiras,Rua Yarapé,Casas,68,2,3,2
1600000,null,null,null,null,Casas,600,4,2,4
988040,69037061,Manaus,Ponta Negra,Alameda Zaire,Apartamentos,146,3,2,3
2890000,69057000,Manaus,Adrianópolis,Avenida Mário Ypiranga - até 436/437,Casas,602,4,5,5
200000,69028141,Manaus,Flores,Rua Beija-flor,Casas,100,2,1,2
170000,69057530,Manaus,Adrianópolis,Condomínio Ouro Preto,Apartamentos,58,2,1,1
330000,69098354,Manaus,Novo Aleixo,Rua Lírio-Roxo,Casas,160,3,2,3
785000,69041030,Manaus,Tarumã,Avenida Antoine Lavoisier,Casas,230,3,4,4
100000,69092410,Manaus,Nova Cidade,Rua Monte Albert,Casas,150,2,1,2
540000,69058448,Manaus,Flores,Rua Barão de Indaiá,Apartamentos,90,3,2,1
190000,69086129,Manaus,Gilberto Mestrinho,Rua Raul Pavon,Apartamentos,44,2,1,1
3350000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,330,4,4,5
1500000,69060020,Manaus,Aleixo,Avenida Ephigênio Salles,Casas,337,4,2,4
220000,69021005,Manaus,Tarumã,Avenida Dona Otília,Apartamentos,52,3,1,1
610000,69022135,Manaus,Tarumã,Rua Moldova,Casas,100,2,5,3
240000,69010100,Manaus,Centro,Rua Luiz Antony,Casas,null,2,2,3
250000,null,null,null,null,Apartamentos,70,3,1,1
350000,69043000,Manaus,Alvorada,Avenida Desembargador João Machado - de 1917/1918 ao fim,Casas,250,4,3,3
400000,69023250,Manaus,Tarumã-Açu,Avenida Saíra Amarela,Casas,200,3,2,2
210000,69067250,Manaus,Petrópolis,Rua Campos do Jordão,Apartamentos,60,1,3,2
550000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,69,2,1,1
851001,69037005,Manaus,Ponta Negra,Avenida do Turismo,Casas,180,3,4,4
3000000,69057080,Manaus,Adrianópolis,Rua Fortaleza,Apartamentos,310,3,4,5
290040,69093018,Manaus,Colônia Santo Antônio,Avenida Torquato Tapajós,Casas,81,2,2,2
401000,69023250,Manaus,Tarumã-Açu,Avenida Saíra Amarela,Casas,72,3,2,2
450000,69046740,Manaus,Alvorada,Rua Sul,Casas,200,3,2,3
315690,69095187,Manaus,Cidade Nova,Rua Girua,Apartamentos,59,2,2,2
2721000,69029520,Manaus,Santo Antônio,Rua Miroel Silveira,Apartamentos,286,4,4,5
270000,69023001,Manaus,Tarumã-Açu,Avenida do Turismo,Casas,160,3,1,null
399000,69097273,Manaus,Nova Cidade,Rua Palermo,Casas,null,3,2,2
240,69074820,Manaus,Morro da Liberdade,Rua Cristovão Cordeiro,Casas,99,3,1,1
360000,69058415,Manaus,Flores,Avenida Max Teixeira - até 1882 - lado par,Apartamentos,81,3,2,2
800000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,250,3,5,2
980000,69055140,Manaus,Parque 10 de Novembro,Rua Doutor Mendonça,Casas,28384,5,3,5
160000,69059840,Manaus,Santa Etelvina,Rua Itapeva,Casas,500,3,4,2
750000,null,null,null,null,Casas,178,3,4,4
5500000,69060081,Manaus,Aleixo,Avenida José de Arimatéia,Casas,700,5,4,5
70000,69018150,Manaus,Lago Azul,Avenida Comendador José Cruz,Apartamentos,null,2,1,1
300000,69078450,Manaus,Japiim,Rua Afonso de Albuquerque,Casas,200,5,null,4
210000,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,70,2,2,1
250236,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,80,2,2,2
300000,69045620,Manaus,Planalto,Rua Felipe Kanawaiti,Casas,75,3,2,1
1450000,69060094,Manaus,Aleixo,Rua Estrela Sírius,Apartamentos,230,4,4,2
650000,69060432,Manaus,Aleixo,Alameda Ephigênio Salles,Casas,286,3,2,2
850000,69028390,Manaus,Flores,Rua Uirapuru,Casas,150,3,5,4
170000,69097235,Manaus,Nova Cidade,Avenida Curaçao,Casas,128,2,2,2
5500000,69060081,Manaus,Aleixo,Avenida José de Arimatéia,Casas,800,4,5,5
160000,69023240,Manaus,Tarumã-Açu,Avenida Cláudio Mesquita,Casas,63,3,null,2
null,69038287,Manaus,Lírio do Vale,Rua Valente,Casas,160,5,1,4
500000,69042470,Manaus,Dom Pedro I,Avenida Domingos Jorge Velho,Casas,150,3,3,3
400000,69058282,Manaus,Flores,Rua Barão dos Cocais,Apartamentos,58,2,1,1
330000,69090500,Manaus,Cidade Nova,Rua Arapari (Cj M Novo),Casas,80,3,2,2
451000,69023250,Manaus,Tarumã-Açu,Avenida Saíra Amarela,Casas,72,3,2,2
550000,69046150,Manaus,Alvorada,Travessa Jaramataia,Casas,300,3,4,5
330000,69000000,Manaus,Centro,null,Apartamentos,null,2,1,2
250000,69098212,Manaus,Novo Aleixo,Rua Itarantim,Casas,120,3,4,3
220000,69058370,Manaus,Flores,Rua Monte Parnaso,Casas,90,2,2,2
2800000,69037057,Manaus,Ponta Negra,Alameda Alaska,Apartamentos,240,4,3,5
null,69073570,Manaus,São Lázaro,Rua Jonas Barreto,Apartamentos,null,2,1,1
130000,69038610,Manaus,Lírio do Vale,Rua 34,Casas,100,2,null,1
140000,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Apartamentos,73,3,1,2
170000,69092505,Manaus,Monte das Oliveiras,Avenida Mulateiro,Casas,12,4,2,4
7000000,null,null,null,null,Casas,800,4,4,5
1500128,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,170,3,2,4
330054,69029000,Manaus,Santo Antônio,Rua Alexandre Dumas,Apartamentos,76,3,3,2
475000,69079150,Manaus,São Francisco,Rua Oliveira Furtado,Apartamentos,76,3,2,2
590000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,124,3,2,4
115000,69095000,Manaus,Cidade Nova,Avenida Noel Nutels - de 851/852 a 2399/2400,Casas,35,1,2,1
265130,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,90,3,2,2
265000,69028050,Manaus,Flores,Rua Noruega,Casas,90,3,3,2
900000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,153,3,4,3
1150000,69057070,Manaus,Adrianópolis,Rua Teresina,Apartamentos,161,3,2,5
300001,69058810,Manaus,Flores,Rua Visconde de Utinga,Casas,60,2,2,1
870000,69097273,Manaus,Nova Cidade,Rua Palermo,Casas,200,3,2,2
850000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,187,3,4,4
4500000,69057000,Manaus,Adrianópolis,Avenida Mário Ypiranga - até 436/437,Apartamentos,414,3,5,4
220000,69018150,Manaus,Lago Azul,Avenida Comendador José Cruz,Apartamentos,60,3,1,2
248309,69044235,Manaus,Planalto,Avenida José Moacir Teberga de Toledo,Apartamentos,51,2,1,2
160000,69028703,Manaus,Flores,null,Casas,20,2,1,1
250132,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,70,2,2,2
340000,69029160,Manaus,Santo Antônio,Rua Marechal Bittencourt,Apartamentos,69,2,1,2
187800,69043000,Manaus,Alvorada,Avenida Desembargador João Machado - de 1917/1918 ao fim,Apartamentos,41,2,1,1
110000,69070000,Manaus,Educandos,Rua Amâncio de Miranda,Casas,null,3,null,2
400000,69039530,Manaus,Novo Israel,Avenida Cristã - até 201/202,Casas,380,4,5,2
370000,69022190,Manaus,Tarumã,Condomínio Morada dos Nobres,Casas,95,3,2,2
298500,69054641,Manaus,Parque 10 de Novembro,Rua Dom Diogo de Souza,Casas,80,2,2,2
350000,69040610,Manaus,Chapada,Rua Ministro Pedroso Horta (Prq Aripuanã),Apartamentos,78,2,1,2
480000,69028040,Manaus,Flores,Avenida Barão de Tefé,Casas,284,4,5,1
280000,69015754,Manaus,Colônia Terra Nova,Avenida 1 (Cj V Melhor IV),Apartamentos,72,3,2,2
220000,69057060,Manaus,Adrianópolis,Rua Belo Horizonte,Apartamentos,93,2,1,2
280000,69083000,Manaus,Aleixo,Avenida Cosme Ferreira,Apartamentos,74,3,3,1
732000,69053120,Manaus,Nossa Senhora das Graças,Avenida Rio Guamá,Apartamentos,139,3,2,4
80000,69095636,Manaus,Cidade Nova,Rua Charlotte (C Dourado),Casas,350,3,3,2
260000,null,null,null,null,Casas,10,4,1,5
1600000,69055742,Manaus,Parque 10 de Novembro,Rua Luis de Castro,Apartamentos,162,3,2,4
600000,69060081,Manaus,Aleixo,Avenida José de Arimatéia,Apartamentos,73,2,1,3
426000,69028338,Manaus,Flores,Rua Siena,Casas,213,4,4,4
5000000,null,null,null,null,Casas,670,5,5,3
128000,69095638,Manaus,Cidade Nova,Rua San Diego,Casas,270,3,2,3
900000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,192,3,2,5
360000,69058278,Manaus,Novo Aleixo,Rua Raimunda Marinho,Casas,90,3,3,1
880000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,180,3,4,4
530000,69022200,Manaus,Tarumã,Residencial Tarumã,Casas,300,3,4,3
230000,69088220,Manaus,Jorge Teixeira,Rua dos Gipses,Casas,300,2,null,1
250000,69099762,Manaus,Novo Aleixo,Rua José Romão,Apartamentos,70,2,1,1
1300000,null,null,null,null,Apartamentos,115,3,2,2
52000,69084184,Manaus,Zumbi dos Palmares,null,Casas,1,2,0,1
610000,69057030,Manaus,Adrianópolis,Rua Belém,Apartamentos,118,3,null,3
190000,69054700,Manaus,Parque 10 de Novembro,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,50,2,1,1
750000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,190,4,4,5
450000,69053130,Manaus,Nossa Senhora das Graças,Rua Acre,Apartamentos,62,1,5,2
570000,69042470,Manaus,Dom Pedro I,Avenida Domingos Jorge Velho,Casas,275,3,4,2
500000,69058030,Manaus,Flores,Avenida Professor Nilton Lins,Apartamentos,85,3,null,2
650012,69053971,Manaus,Nossa Senhora das Graças,Avenida João Valério,Casas,250,3,2,2
430000,69054250,Manaus,Parque 10 de Novembro,Rua Inês Mezzano (Cj Jd Primavera),Apartamentos,150,3,2,3
1500000,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Casas,335,5,4,5
210000,69048662,Manaus,Alvorada,Avenida Senador Raimundo Parente,Apartamentos,41,2,1,1
300129,69045000,Manaus,Planalto,Avenida Constantinopla,Casas,90,3,2,2
650000,69040070,Manaus,Dom Pedro I,Rua Bartolomeu B da Silva,Casas,150,3,3,2
847200,69040270,Manaus,Dom Pedro I,Avenida Jacira Reis - de 1/2 ao fim,Apartamentos,133,4,2,5
280010,69095247,Manaus,Cidade Nova,null,Casas,257,4,3,3
null,69037005,Manaus,Ponta Negra,Avenida do Turismo,Casas,360,4,4,5
1600000,69037071,Manaus,Ponta Negra,Avenida Cecília Meireles,Casas,350,3,null,4
350000,69070840,Manaus,Colônia Oliveira Machado,Rua Vista Alegre,Casas,260,2,3,1
200000,69015550,Manaus,Colônia Terra Nova,Rua Lilifloro,Casas,null,2,5,2
550000,69040580,Manaus,Dom Pedro I,Travessa Tucuruí,Apartamentos,120,3,2,4
1400000,69057070,Manaus,Adrianópolis,Rua Teresina,Apartamentos,155,3,null,5
850000,69055302,Manaus,Parque 10 de Novembro,Rua 15-A,Casas,275,3,5,1
180000,69050110,Manaus,Chapada,Conjunto Tocantins,Apartamentos,null,2,1,1
1400000,69037225,Manaus,Ponta Negra,Avenida José Augusto Loureiro,Casas,null,3,4,4
750022,null,null,null,null,Casas,144,3,4,2
350000,69040270,Manaus,Dom Pedro I,Avenida Jacira Reis - de 1/2 ao fim,Casas,90,2,2,1
